way,esp
"Napushuwaya naa wayuukanairua jemeishi süpüla taashi süma wanawaain nakua'ipa, a'inmajünüinjana wanawaalü natuma naa alu'uwatashikana, wanawaainjana waya sülu'u sükua'ipa süpushuaya nojolüinjatü akatanüin akua'ipa wayuu eeka waneejetüin wo'ulia, eeka sülu'ujetüin wanee mma, eeka waneejetüin anüiki wanawaainjachi waneepia ma'aka wayuu süpushuaya. Tüü shikiipu'ujanaka alu'uwatawaa sükumajüinjatü akua'ipa tüü kasa süpüla wanawaainjanain wayaa otta müsüya sükalijüinjana eeka mulia'in, naa shikiipu'ujana alu'uwatawaa nayainjana sükalijashanaka naa wayuukanairua eekai nojolüin nainrüin nakua'ipa kasalajaneerü sümüin wayuu eeka jamajüin atüma naya.","Todas las personas nacen libres e iguales ante la ley, recibirán la misma protección y trato de las autoridades y gozarán de los mismos derechos, libertades y oportunidades sin ninguna discriminación por razones de sexo, raza, origen nacional o familiar, lengua, religión, opinión política o filosófica. El Estado promoverá las condiciones para que la igualdad sea real y efectiva y adoptará medidas en favor de grupos discriminados o marginados. El Estado protegerá especialmente a aquellas personas que por su condición económica, física o mental, se encuentren en circunstancia de debilidad manifiesta y sancionará los abusos o maltratos que contra ellas se cometan."
Nojolüinjana eke'echajünüin a'in naa wayuukana sa'uje nakua'ipa nojolüinjana eke'echajünüin a'in süchiirua naküjain tüü kasa na?ijaka apu'uleerua.,Se garantiza la libertad de conciencia. Nadie será molestado por razón de sus convicciones o creencias ni compelido a revelarlas ni obligado a actuar contra su conciencia.
"Napushua naa Kolonpianaka, aka sülu'u. sükua'ipaka laulapia. eeshi süpüla wanaitüin naya eepünawela sülu'upüna tüü mma'aka jee müsuya yaina'ya ma'aka ji'ikule na'in yawaa sa'u tüü mma Kolonpia münaka.","Todo colombiano, con las limitaciones que establezca la ley, tiene derecho a circular libremente por el territorio nacional, a entrar y salir de él, y a permanecer y residenciarse en Colombia."
"Nnojotsü alainnüinjatüin na'in wanee wayuu sünain aküjirawaa nüchikii jee müsuya sünain akujaa süchikii nüwayuuse, nümajana wanepia jee müsuya süchikii nüpushua eekai ni'irukuchüin otta müsuya wayuu eekai kasain nünain sunainje rii'iruku jee shi'irukumajain nüwayuuse.","Nadie podrá ser obligado a declarar contra sí mismo o contra su cónyuge, compañero permanente o parientes dentro del cuarto grado de consanguinidad, segundo de afinidad o primero civil."
"Jieyuu sümaa toloyuu wanawaainjatü nakua'ipa; tüü wayuu jietka nojolüinjatü akatatnüin sü'ulia tüü akua'ipaka otta müsuya tüü shikiipu'uka alu'uwatawaa sükalijashanainjatü tüü wayuu jiettakaa shia'in shikiin tüü wapüshikalirua. lpuotpa shia müsuya jemeymnpa, tüü shikiipu'uka alu'uwatawaa sükalijashanainjatü ma'aka mayatainre shia ma'aka makanajüinre shia neerü asülüjünüinjatü shiküin.","La mujer y el hombre tienen iguales derechos y oportunidades. La mujer no podrá ser sometida a ninguna clase de discriminación. Durante el embarazo y después del parto gozará de especial asistencia y protección del Estado, y recibirá de éste subsidio alimentario si entonces estuviere desempleada o desamparada."
"Naa wayuu natajanairua eeshi süpula neitainjatüin tüü e'ikilepülekat, tüü süpulajanakat shianjatü e'itaka sükua'ipa süpula süyatainjatüin. Naa sülaulayuukana tüü ekirajaka sh~kiipu'ujanainjana tüü e'ikülepülekat. Tüü eki_rajaka najapülüinjatü wayuu ekai sütujain süpulerua ayatawakat tüü süpula kajutüinjatüin atuma tüü ekirajakat. Nashi jee nei naa tepichikana eesü süpula nachuntüin sükua'ipa tüü ekirajawa keirekat na'in süpulerua nachonnii sülu'u tüü e'ikülepüle süpulajatka wayuu süpushua nojolüinjatü alainnüin na'in naa tepichikana süchiirua ekirajawaa sünain sükua'ipa onouja. Tüü ekirajawa aapünaka namüin naa wayuukana kajutüinjatü sülu'u, tüü nükua'ipakat jee müsüya ajattiraa tüü matujaneka tüü ekirajaa naa wayuu ekai nojolüin na'inrüin jee müsuya naa wayuu kapülekana akua'ipa sajapülu'usü tüü sülaulayuukana alu'uwatawaa.","Los particulares podrán fundar establecimiento educativos. La ley establecerá las condiciones para su creación y gestión. La comunidad educativa participará en la dirección de las instituciones de educación. La enseñanza estará a cargo de personas de reconocida idoneidad ética y pedagógica. Los padres de familia tendrán derecho de escoger el tipo de educación para sus hijos menores. En los establecimientos del Estado ninguna persona podrá ser obligada a recibir educación religiosa. Los integrantes de los grupos étnicos tendrán derecho a una formación que respete y desarrolle su identidad cultural. La erradicación del analfabetismo y la educación de personas con limitaciones físicas o mentales, o con capacidades excepcionales, son obligaciones especiales del Estado."
"Napushua naa wayuukana eeshii süpula nachuntüin tüü aksion tutela münaka süpula nasakajüin eemüin naa kasalajanakalii, atuma sükua'ipa kasa süchirua wanee kasachiki ekai ottuin namanamüin süpula kajütüinjatüin tüü akua'ipa aapushika namüin sülu'u tüü Konstitusionka sü'ulia sülatunüin a'upuna natuma naa sülaulayuukana aluwatawaa. Akua'ipakat tüü süpulajatü süshawaletüin tüü aña,jalaka süpulamüin, akumajünüinjatüin maalu'u nütuma chi kasalajanaikai atuma kasa, süchikije alu'uwatanüinjatü emüin tüü Korte Konstitusionalü münaka süpula shi 'irajain shia. Akua'ipakat tüü a'innüinjatü ma'aka nojotüle e'in wane akua'ipa nata süpula akumajaa jee müsuya süpula anataa wane kasa süpula sülatüinnüin akua'ipa najapülüinjatü naa kasalajanakalii atuma sükua'ipa kasa ma'aka shi'itanüinjatüle tüü aksion te tutela münaka namüin wayuu natajana ekai kajapulüin sükua'ipa wane kasa napula wayuu napushua, jee müsüya ma'aka sülatüle tüü nañajalaka sünain amojuja sükua'ipa waima wayuu, jee müsüya_ ma'aka laulayuin naya nü'ulia chi achuntakai akalijüna otta müsuya naa nojolikana aso'utüin sa'u nakua'ipa.","Toda persona tendrá acción de tutela para reclamar ante los jueces, en todo momento y lugar, mediante un procedimiento preferente y sumario, por sí misma o por quien actúe a su nombre, la protección inmediata de sus derechos constitucionales fundamentales, cuando quiera que éstos resulten vulnerados o amenazados por la acción o la omisión de cualquier autoridad pública. La protección consistirá en una órden para que aquél respecto de quien se solicita la tutela, actúe o se abstenga de hacerlo. El fallo, que será de inmediato cumplimiento, podrá impugnarse ante el juez competente y, en todo caso, éste lo remitirá a la Corte Constitucional para su eventual revisión. Esta acción sólo procederá cuando el afectado no disponga de otro medio de defensa judicial, salvo que aquella se utilice como mecanismo transitorio para evitar un perjuicio irremediable. En ningún caso podrán transcurrir más de diez días entre la solicitud de tutela y su resolución. La ley establecerá los casos en los que la acción de tutela procede contra particulares encargados de la prestación de un servicio público o cuya conducta afecte grave y directamente el interés colectivo, o respecto de quienes el solicitante se halle en estado de subordinación o indefensión."
"Napushua naa wayuukana eeshi süpula nantüin eemüin naa sülaulayuukana kasalajanaa atuma kasa süpula sa'innüinjatüin tüü süpulajanaka ajapülu'ujia kasa. Ma'aka nojotüle sa'innüin tüü kasa, alu'uwatanüinjatü achirua namüin naa sülaulayuukana alu'uwatawaa süpula na'inrüin tüü a'ulanaka sü'ulia a'inaa.","Toda persona podrá acudir ante la autoridad judicial para hacer efectivo el cumplimiento de una ley o un acto administrativo. En caso de prosperar la acción, la sentencia ordenará a la autoridad renuente el cumplimiento del deber omitido."
Ayawatunüinjatü akua'ipa tüü aksiones populales münaka süchirua a'imaja sükua'ipa wayuu waima ma'aka sa'in nakorolo-no'ummair;i-anaa jee müsuya süpushua tüü kasa antaka nanainpüna aka müin yaa e'iyatünüinjatüü kasain wayuu tüü amojujaka tüü akua'ipaka napulerua wayuu waima.,"La ley regulará las acciones populares para la protección de los derechos e intereses colectivos, relacionados con el patrimonio, el espacio, la seguridad, y la salubridad públicos, la moral administrativa, el ambiente, la libre competencia económica y otros de similar naturaleza que se definen en ella. También regulará las acciones originadas en los daños ocasionados a un número plural de personas, sin perjuicio de las correspondientes acciones particulares. Así mismo, definirá los casos de responsabilidad civil objetiva por el daño inferido a los derechos e intereses colectivos."
"Kolonpiana wayuukanairua naa: 1. Sa'uje jemelii: a) Kolonpianashi ekai: kolonpianain nashi süma ne1, mushi'iya naa nachoinnikana wayuu naata o'ummainchikana kolonpianashi ma'aka yaaleje no'utkü tüü nashikanairua wana süma jemelii süchonkai. b) Nachonnii naa kolonpiana jemeikana sülu'u mma natajatü kolonpianashi ma'aka nale'ejüle kolonpiamüin. 2. Achonnyaashi: a) Naa wayuu süchonka mma natajatü ma'aka nachuntule jee müsuyaa aapunüin namüin tüü karalo'uta kalu'uka. sükua'ipa tüü yaa jee müsüya tüü sükua'ipaka süpula sülejünüinjatüin süchikua tüü süchonnyain naya Kolonpia. b) ·Kolonpianashi naa wayuu süchonkon a tüü mma latinoamerika münaka otta müsüya naa sülu'ujejen aka mma so'utpunakana palaa sülu'uwatate shia naa sülaulayuukana alu'uwatawaa sulu'u mma eere naya. e) Naa wayuu ko'ummainjirakana mma sülu'ujuleru'usü mma kolonpianashi süchirua painwaa a'aka sülu'uwatain sükua'ipa. Nojotsü süpula omo'utünüinjatüin nü'ulia wanee wayuu ekai jemeliin sülu'u Kolonpia sünüliamajatü tüü nümaika. Tüü kolonpianaka nojotsü amülo'ulii ma'aka saapanule sünülia wanee mma natajatü müshi'iya naa nataa o'ummain nojotsü amülo'ulinjatüin sünulia no'ummain ma'aka naapale sünulia kolonpiana. Naa wayuu o'ulakana kolonpiana eeshi süpula kolonpiana nachikua ma'aka sünatule sükua'ipa.","Son nacionales colombianos: 1. Por nacimiento: a) Los naturales de Colombia, con una de dos condiciones: que el padre o la madre hayan sido natuales o nacionales colombianos o que, siendo hijos de extranjeros, alguno de sus padres estuviere domiciliado en la República en el momento del nacimiento. b). Los hijos de padre o madre colombianos que hubieren nacido en tierra extranjera y luego se domiciliaren en la República. 2. Por adopción: a). Los extranjeros que soliciten y obtengan carta de naturalización, de acuerdo con la ley, la cual establecerá los casos en los cuales se pierde la nacionalidad colombiana por adopción. b). Los latinoamericanos y del Caribe•por nacimiento domiciliados en Colombia , que con autorización del Gobierno y de acuerdo con la ley y el principio de reciprocidad, pidan ser inscritos como C<?lombianos ante la multiplicidad donde se establecieren. c). Los miembros de pueblos indígenas que compartan territorios fronterizos, con aplicación del principio de reciprocidad según tratados públicos. Ningún colombiano por nacimiento podrá ser privado de su nacionalidad. La calidad de nacional colombiano no se pierde por el hecho de adquirir otra nacionalidad. Los nacionales por adopción no estarán obligados a renunciar a su nacionalidad de origen o adopción. Quienes hayan renunciado a la nacionalidad colombiana podrán recobrarla con arreglo a la ley."
Yaa sülu'u tüü Kolonpiaka kajütüitpa süpushuaya tüü akua'ipaka.,El Estado reconoce y protege la diversidad étnica y cultural de la Nación colombiana.
Tüü alijunaiki kasteyana münaka shia tüü pütchi aashanajanaka sülu'u tüü mma kolonpiaka. Nanüiki naa waneeirua nojolikana alijunain nanüinküinjatü waneepia sülü'u no'ummain. Tüü ekiirajaa aapünaka namüin naa nojolikana kanuiküin kasteyana eepiantenüinjatü süma nanuiki.,El castellano es el idioma oficial de Colombia. Las lenguas y dialectos de los grupos étnicos son también oficiales en sus territorios. La enseñanza que se imparta en las comunidades con tradiciones lingüísticas propias será bilingüe.
"Naa wayuu natajanairua eeshi süpula neitainjatüin tüü e'ikilepülekat, tüü süpulajanakat shianjatü e'itaka sükua'ipa süpula süyatainjatüin. Naa sülaulayuukana tüü ekirajaka shikiipu'ujanainjana tüü e'ikülepülekat. Tüü ekirajaka najapülüinjatü wayuu ekai sütujain süpulerua ayatawakat tüü süpula kajutüinjatüin atuma tüü ekirajakat. Nashi jee nei naa tepichikana eesü süpula nachuntüin sükua'ipa tüü ekirajawa keirekat na'in süpulerua nachonnii sülu'u tüü e'ikülepüle süpulajatka wayuu süpushua nojolüinjatü alainnüin na'in naa tepichikana süchiirua ekirajawaa sünain sükua'ipa onouja. Tüü ekirajawa aapünaka namüin naa wayuukana kajutüinjatü sülu'u, tüü nükua'ipakat jee müsüya ajattiraa tüü matujaneka tüü ekirajaa naa wayuu ekai nojolüin na'inrüin jee müsuya naa wayuu kapülekana akua'ipa sajapülu'usü tüü sülaulayuukana alu'uwatawaa.","Los particulares podrán fundar establecimiento educativos. La ley establecerá las condiciones para su creación y gestión. La comunidad educativa participará en la dirección de las instituciones de educación. La enseñanza estará a cargo de personas de reconocida idoneidad ética y pedagógica. La ley garantiza la profesionalización y dignificación de la actividad docente. Los padres de familia tendrán derecho de escoger el tipo de educación para sus hijos menores. En los establecimientos del Estado ninguna persona podrá ser obligada a recibir educación religiosa. Los integrantes de los grupos étnicos tendrán derecho a una formación que respete y desarrolle su identidad cultural. La erradicación del analfabetismo y la educación de personas con limitaciones físicas o mentales, o con capacidades excepcionales, son obligaciones especiales del Estado. "
"Tüü sükoroloko wayuu sümaiwajatü jee müsuya tüü süpülajatka wayuu süpushuaya shia mülee a'inraka sükua'ipa wayuu shia nojotka anain süpüla nüma'ana'in wayuu waneeshia, naimajüinjatü naa shikiipu'ukana tüü alu'uwatawaaka. Akümajünüinjatü natuma naa ayatalika, sünain süpüla nanatüinjatüin sükua'ipa ma'aka sülu'ule no'ummain wayuu süsütkü tüü korolo sümaiwajatka.","El patrimonio cultural de la Nación está bajo la protección del Estado. El patrimonio arqueológico y otros bienes culturales que conforman la identidad nacional, pertenecen a la Nación y son inalienables, inembargables e imprescriptibles. La ley establecerá los mecanismos para readquirirlos cuando se encuentren en manos de particulares y reglamentará los derechos especiales que pudieran tener los grupos étnicos asentados en territorios de riqueza arqueológica."
Eje'ena poloo shikii alijuna sülu'u tüü Senaalo münaka ayutnajana sülu'u mmaka süpüshüa. Eje'ena piamashi wayuu no'ummain ayulu 'ushi ma'aka nayakana. Naa nekiipüjanainjanaka wayuu sülu'umüin Senaaloka acheküshi laulayuuin palajana naaka napüshi süpula sa'apünüin namüin kalalo'uta nalatia sütuma tüü napüshi nayatakalü ama jee müsuya sütuma tüü alijuna ayataka.,El Senado de la República estará integrado por cien miembros elegidos en circunscripción nacional. Habrá un número adicional de dos senadores elegidos en circunscripción nacional especial por comunidades indígenas.
Tüü Kamaara Representante münaka ayunnajana sülu'u no'ummain. jee wanee sükua'ipa ayulaa natajatü napüla wayuu naa paliiruakana sünain tüü aliikajirawaka namaale nekiipu'ujana naa kolonpiana sülu'u mma natajatü. Süka tüü makalü yaa eesü süpüla nayülain jaraishi ekiipu 'ujana.,La Cámara de Representantes se elegirá en circunscripciones territoriales y circunscripciones especiales. La ley podrá establecer una circunscripción especial para asegurar la participación en la Cámara de Representantes de los grupos étnicos y de las minorías políticas y de los colombianos residentes en el exterior. Mediante esta circunscripción se podrá elegir hasta cinco representantes.
Naa wayuu laulayuukana sülu'u no'ummai n ayatüinjana kajutüjn. Müin aka sükua'ipa natuma wayuu laulayuu sümaiwa. Akatsa nojolüinjatüin pe'ipolooin süma sükua'ipa Konstitusionka. Jee müsuya süma sükua'ipa achiejayaa kasa sütuma Repuwulikaka. Shianjatü tüü Leika e'itainjatka sukua'ipa apansajia tüü kasa sülu'u tüü sukua'ipa achiejawaa sa'u tüü mmakat.,"Las autoridades de los pueblos indígenas podrán ejercer funciones jurisdiccionales dentro de su ámbito territorial, de conformidad con sus propias normas y procedimientos, siempre que no sean contrarios a la Constitución y leyes de la República. La ley establecerá las formas de coordinación de esta jurisdicción especial con el sistema judicial nacional."
"Tüü Kolonpia münaka shia wanee mma e' ere kajütüin tüü akua'ipaka akumajushi sülu'u sükua'ipa wanee mma wanesia, süma nnojolüin aluwatanüin anain cha pasanainje sünain laulasü sümuiwa'a sa'atawai mmakat wanawashi napüshua kajutüjirashi jee müsuya palirashii, a'inrushi sa'u najütü naa wayuu, sünain nayatain jee müsuya süchiirua pa'iwain napushua naa wayuu su'ukana shianjatupa jülu 'ujüin a'in shianjatüin palajanain tüü kasa süpülajatüka wayuu waima.","Colombia es un Estado social de derecho, organizado en forma de República unitaria, descentralizada, con autonomía de sus entidades territoriales, democrática, participativa y pluralista, fundada en el respeto de la dignidad humana, en el trabajo y la solidaridad de las personas que la integran y en la prevalencia del interés general."
"Tüü sülaulaka wanee mma najapülü'usü naa kaumainshikana ejere jüparalain natchuin naa sülaulayukana aluwatawaa, nayaa wayuukana sulaülainjanakana tüü aluwatawaa o'ulaka eesü süpula ne'itain naa nekipü'ujanaka sünain tüü ayatawaka sülu'u sükua'ipa tüü Konstitusionka.","La soberanía reside exclusivamente en el pueblo, del cual emana el poder público. El pueblo la ejerce en forma directa o por medio de sus representantes, en los términos que la Constitución establece."
Yaa sülu'u tüü mma kolonpiaka kajütüitpa süpushuaya tüü akua'ipaka.,El Estado reconoce y protege la diversidad étnica y cultural de la Nación colombiana.
"Napushua naa wayuukana eeshii süpula nachuntüin tüü aksion tutela münaka süpula nasakajüin eemüin naa kasalajanakaÍii, atuma sükua'ipa kasa süchirua wanee kasachiki ekai ottuin namanamüin süpula kajütüinjatüin tüü akua'ipa aapushika namüin sülu'u tüü Konstitusionka sü'ulia sülatunüin a'upuna natuma naa sülaulayuukana aluwatawaa. Akua'ipakat tüü süpulajatü süshawaletüin tüü añajalaka süpulamüin, akumajünüinjatüin maalu'u nütuma chi kasalajanaikai atuma kasa, süchikije alu'uwatanüinjatü emüin tüü Korte Konstitusionalü münaka süpula shi'irajain shia. Akua'ipakat tüü a'innüinjatü ma'aka nojotüle e'in wane akua'ipa nata süpula akumajaa jee müsuya süpula anataa wane kasa süpula sülatüinnüin akua'ipa najapülüinjatü naa kasalajanakalii atuma sükua'ipa kasa ma'aka shi'itanüinjatüle tüü aksion te tutela münaka namüin wayuu natajana ekai kajapulüin sükua'ipa wane kasa napula wayuu napushua, jee müsüya ma'aka sülatüle tüü nañajalaka sünain amojuja sükua'ipa waima wayuu, jee müsüya ma'aka laulayuin naya nü'ulia chi achuntakai akalijüna otta müsuya naa nojolikana aso'utüin sa'u nakua'ipa.","Toda persona tendrá acción de tutela para reclamar ante los jueces, en todo momento y lugar, mediante un procedimiento preferente y sumario, por sí misma o por quien actúe a su nombre, la protección inmediata de sus derechos constitucionales fundamentales, cuando quiera que éstos resulten vulnerados o amenazados por la acción o la omisión de cualquier autoridad pública. La protección consistirá en una órden para que aquél respecto de quien se solicita la tutela, actúe o se abstenga de hacerlo. El fallo, que será de inmediato cumplimiento, podrá impugnarse ante el juez competente y, en todo caso, éste lo remitirá a la Corte Constitucional para su eventual revisión. Esta acción sólo procederá cuando el afectado no disponga de otro medio de defensa judicial, salvo que aquella se utilice como mecanismo transitorio para evitar un perjuicio irremediable. En ningún caso podrán transcurrir más de diez días entre la solicitud de tutela y su resolución. La ley establecerá los casos en los que la acción de tutela procede contra particulares encargados de la prestación de un servicio público o cuya conducta afecte grave y directamente el interés colectivo, o respecto de quienes el solicitante se halle en estado de subordinación o indefensión."
"Napushua naa wayuukana eeshi süpula nantüin eemüin naa sülaulayuukana kasalajanaa atuma kasa süpula sa'innüinjatüin tüü süpulajanaka ajapülu'ujia kasa. Ma'aka nojotüle sa'innüin tüü kasa, alu'uwatanüinjatü achirua namüin naa sülaulayuukana alu'uwatawaa süpula na'inrüin tüü a'ulanaka sü'ulia a'inaa.","Toda persona podrá acudir ante la autoridad judicial para hacer efectivo el cumplimiento de una ley o un acto administrativo. En caso de prosperar la acción, la sentencia ordenará a la autoridad renuente el cumplimiento del deber omitido."
Ayawatunüinjatü akua'ipa tüü aksiones populales münaka süchirua a'imaja sükua'ipa wayuu waima ma'aka sa'in nakorolo-no'ummain-anaa jee müsuya süpushua tüü kasa antaka nanainpüna aka müin yaa e'iyatünüinjatüü kasain wayuu tüü amojujaka tüü akua'ipaka napulerua wayuu wa1ma.,"La ley regulará las acciones populares para la protección de los derechos e intereses colectivos, relacionados con el patrimonio, el espacio, la seguridad, y la salubridad públicos, la moral administrativa, el ambiente, la libre competencia económica y otros de similar naturaleza que se definen en ella. También regulará las acciones originadas en los daños ocasionados a un número plural de personas, sin perjuicio de las correspondientes acciones particulares. Así mismo, definirá los casos de responsabilidad civil objetiva por el daño inferido a los derechos e intereses colectivo."
Eje'ena poloo shikii alijuna sülu'u tüü Senaalo münaka ayutnajana sülu'u mmaka süpüshüa. Eje'ena piamashi wayuu no'ummain ayulu 'ushi ma'aka nayakana. Naa nekiipüjanainjanaka wayuu sülu'umüin Senaaloka acheküshi laulayuuin palajana naaka napüshi süpula sa'apünüin namüin kalalo'uta nalatia sütuma tüü napüshi nayatakalü ama jee müsuya sütuma tüü alijuna ayataka.,El Senado de la República estará integrado por cien miembros elegidos en circunscripción nacional. Habrá un número adicional de dos senadores elegidos en circunscripción nacional especial por comunidades indígenas.
Süpüla antaa sülu'umüin Senaaloka acheküshi kolonpianain naya otta apünüinjatüin shikii no'uyase.,Para llegar dentro del Senado deben ser colombianos y tener treinta años.
Süpüla antaa sülu'umüin Senaaloka acheküshi kolonpianain naya otta apünüinjatüin shikii no'uyase.,"Para ser elegido senador se requiere ser colombiano de nacimiento, ciudadano en ejercicio y tener más de treinta años de edad en la fecha de la elección."
Naa wayuu laulayuukana sülu'u no'ummain ayatüinjana kajutüin. Müin aka sükua'ipa natuma wayuu laulayuu sümaiwa. Akatsa nojolüinjatüin pe'ipolooin süma sükua'ipa Konstitusionka. Jee müsuya süma sükua'ipa achiejayaa kasa sütuma Repuwulikaka. Shianjatü tüü Leika e'itainjatka sukua'ipa apansajia tüü kasa sülu'u tüü sukua'ipa achiejawaa sa'u tüü mmakat.,"Las autoridades de los pueblos indígenas podrán ejercer funciones jurisdiccionales dentro de su ámbito territorial, de conformidad con sus propias normas y procedimientos, siempre que no sean contrarios a la Constitución y leyes de la República. La ley establecerá las formas de coordinación de esta jurisdicción especial con el sistema judicial nacional."
