esp,nas
repollo,tyjá'
viernes,tyjé'en
cuello,tyjicj
pescuezo,tyjicj
nuca,"tyjicj dyi'tj, tyjicj shbimby"
nuez de la garganta,"tyjicj luí, péty luí, péty luwa"
agrio,tyji'mb
arrayán,tyjíte
grueso,tyjityj
escoger,tyjityj-
escogido,tyjityjnisa
lodo,"tylty, tyity le'le"
tusa,"tymi, tywí"
gorrión,tyuj
apartar,tyujnde-
dividir,tyujnde-
repartir,"tyujnde-, tyundende-"
distribuir,tyundende-
separarse,tyute-
alejarse,tyutée-
apartarse,tyutée-
repartir,"tyu'tende-, tyu'ndende-"
soltar,tywete-
suelto,tyweteni
persuadir,"tywe'we-, yu'cywe'we-"
vender,tywey-
vendido,tyweyni
vendedor,tyweysá
venta,tyweywa'j
comida,ú'
comer,ú'-
alimento,ú-
granero,ú' jyaw yat
cosechar,ú' pcjacj-
entrar,"u'ca-, ne'ca-"
eucalipto,ucalitu
entrada,u'cani
rempujar,ucapajcy-
defecar,úch-
diarrea,úchi'ch wee
apagarse,úchja-
moler,ú'cj-
piedra,ú'cj cuet
malla,ucje
red,ucje
espinarse,ucje-
culpar,ucje'j-
molido,ú'cjni
plano,ucue
mí a,ú'cue jíi
valle,ucue quiwe
sabana,ucue wala
chiflar,"ufy-, ufyjiifi-"
águila,uj
"ir, irse",u'j-
"seguir, continuar",u'j-
caminar,u'j u-
derribar,ujca-
trillar,ujca-
pegar,"ujca-, uca'ca-"
golpear,"ujca-, ijca, uca'ca-, iica'ca-"
rajarse,"ujcha-, pjate-, pjatete-"
quebrar,"ujnd-, unduund-"
cosechar,ujnde-
seco,ujndy
agotarse,ujndy-
secarse,ujndy-
hongo,ujne
ratón,"ujnza, ulu'j"
estallar,újpa-
tirar,újpa-
viajero,"u'jsa, u'jwa'jsa"
mojarse,újt-
aguacate,ujtse
andar,u'ju-
sembrar,"ujua-, uja'ja-"
ida,"u'jwa'j, u'jni"
bobo,ul
culebra,ul
víbora,ul weeswée
urraca,ulchic
curíbano,ulñi'ñ
"fiar, pedir fiado",ulu'j-
deber,"ulu'j-, yuulu-"
tejer,um-
derramarse,umbu-
derrumbarse,umbu-
tejido,umnisa
tejedor,umsá
anteayer,"ú'nacjé, jú'nacjé"
"tuberculosis, tisis",undy wee
llorar,ú'ne-
llanto,ú'ne pety cjacj
mata de hongo,une tash
comestible,ú'nisa
rata,unza wala
estar,u'p-
escopeta,"úpatel, scupeta"
romperse,"upe-, upeepe-"
cerca,upj
fugarse,úpj-
brincar,"upj-, úpjúupj-"
cercar,upjáa-
parpadear,upja'pja-
lugar de habitación,u'pni
morada,"u'pni, úsni"
habitante,u'psa
habitar,u'pu-
morar,u'pu-
nacer,"upy-, casej-, jycuuqui'-"
lugar de nacimiento,upyni
nacimiento,upyni
fríjol,us
riñón,us
vez,us
conceder,ús-
estar,ús-
vaina de fríjol,us cja'ty
fríjol,us fi'j
"lugar habitual, patria",ús quiwe
fríjol,us tandy
fríjol cacha,"us tsep, us tapia"
hoz,usa
tijereta,"uschi', menz shá'py"
nuevo,"u'se, u'sesa"
desparramarse,úshi-
regarse,úshi-
mezquino,úshi'ndy
mezquinar,úshi'ndy-
ser mezquino,"úshi'ndy- , sendy-"
tacaño,"úshi'ndy, úchji'ndy"
alacrán,usmity
dar,úsu-
chachafruto,uswa'l
prometer,úsya' neeyúu-
lleno,uta
llenar,utáa-
batata,útj
muchilero,útj
adiós!,"u'tj; me'j, me'jwe"
mata de aguacate,utse tash
cepillar,ú'tsj-
labrar madera,ú'tsj-
rebanar,ú'tsj-
tocar,"utsje-, utsje'tse-"
junto a,utya
"cerca, cerca de","utya, utyate, jyu'jmée."
acercarse,utyáa-
fallecer,uu-
morir,uu-
sí,úu
muerte,"uu en, uuwa'j, uuni"
velar,uu pi'cy-
un rato,úuchcue
disminuir,úuchi-
asustarse,úucj-
tener,úucj-
tener miedo,úucj-
atemorizarse,úucj yajcy-
espantoso,"úucjúucj, úucjúucjsa"
peligroso,úucjúucja'
aplanar,uucue'j-
allanar,uucue'je-
sembrador,uujsá
cadáver,"uuni cacue, cacue cja'ty"
difunto,uunsá
alma,úus
corazón,úus
germen,úus
valiente,úus chjáchjasa
latir ,úus úpjúpj-
palpitar,úus úpjúpj-
pensamiento,úus yaacyni
calavera,uusá jycuet dyi'tj
muerto,"uusáa, uuní"
enojarse,"úusacha-, úuscha-"
incomodarse,úuscha yajcy-
enojo,úuschani
suspirar,úusdyi'j-
respirar,úusée-
respiración,úuseni
jadear,úuse'se-
aliento,úuseweete
asfixiarse,úuspa'-
paz,úuste wét úswa'ja'
conciencia,úusutjeni
sembrado,uutjash
moribundo,uutsyá'ja'
inmortal,uuwa'jmée
mortal,uuwa'jsa
agarrar,uwe-
prender,uwe-
picar,ú'we-
harina,ú'wé
baile de la boda,uwe cu'jni
coger,"uwe-, pu'uwe-"
rebosar,"uwu-, amby-"
conseguir,uy-
encontrar,uy-
hallar,uy-
hembra,u'y
mujer,u'y
concuñada,u'y pyacj
ver,"uy-, tjeng-"
pasar de un lado a otro,uycjéw-
pegar,uyí-
esperar,úytjas-
también,-va
pues,"-vacy,-va'cy"
ave,vichacue
piusa,vichacue cjas
nido de pájaro,vichacue yat
pájaro,"vichacue, vijcha"
cazador,vicysa
echar espigas,viits-
espiga,"viits, spiiga"
"espigar, echar espigas",viitsu-
cazar,vijcy-
ladrar,vijcy-
indicar,vijya-
hebilla,villa
desyerbar,"vis-, súupi'j-"
juguetear,"vis-, visu's-"
uno tras otro,vit vite
hacer,"vit-, yúu-"
"otro, otra",vite
y,vite'
pasado mañana,vite cuscuscjé
pasado mañana,"vite enejé, vite cuscay"
ajeno,vite jíi
codicia,vite ji's ji'pju wéeni
hecho,vitni
designar,vitrra nvijt-
colina,vits
punta,vits
montaña,vits wala
hacedor,vitsa
serranía,vitssu
echar a perder,vitu-
perderse,vitu-
corcovear,vitu'tu-
uno tras otro,vitvite
puerta,vity
espíritu guardián,vitywe'sh
ser sobrenatural,vitywe'sh
aparecer,vyaa-
desaparecer,vyaamée-
visible,vyaasa
blandir,"vyajnd-, vyandu'ndu-"
garra,vyllili
dedo,vyllill
pezuña,vyllill
uña,vyllill
escarbar,vyllillíi-
dinero,vyu
plata,vyu
dorado,vyuu bee
altar hecho de oro,vyuu bee altal
oro,vyuu bej
plata,vyuu chijme
ganar,vyuu cnay-
billete,vyuu ets
moneda fraccionaria,vyuu mush
rancho,wa'
pisotear,waacji'cji'j-
abandonado,waataani
botar,"wáatáj-, wáatátáj-"
tirar,"wáatáj-, wáatátáj-"
abandonar,"waataj-, tjengmée nvijt-"
remover,waawa'j-
cosechar,waca-
cangrejo,wáca
cortar,"waca-, twajca-, wacaaca-, twaaca'ca-"
tambalearse,"waca'ca-, atscue-, tjuja'ja-"
"huérfano, a",waccha
collar,wá'chja
gargantilla,wá'chja
musgo,wa'cj
garrapata,wacú
morder,"wa'cy-,"
español,wagás yuwe
idioma castellano,"wagás yuwe, llinu"
castellano,"wagás yuwe, llínu"
blanco,"wagás, mushca"
gente,"wagás, mushca"
malacate,waga'te dyi'tj
formar granos,wá'ji-
cansarse,wajty-
suave,wajwa
hiel,wájy
grano,wá'jy
llaga,wá'jy
fumar,wájy chanzháa-
tabaco,"wájy, wéjy"
estar renuente,wa'l-
rehusar hacer,wa'l-
tener pereza,wa'l-
mucho,wala
inteligente,wala jiisa
caro,wala pa'ga
costoso,wala pa'gasa
es muy grato,wala wecha yuja'
muy,"wala, iiméj"
alto,"wala, jyu'j"
grande,"wala, majcy"
crecer,waláa-
importante,walasa
aguardiente,"wallinde, wellinda"
desinclinado,wa'lsa
renuente,wa'lsa
huerta,"walta, tul"
aguantar,wantaí-
caripaspada,wat
dorarse,wat-
espesar,wata-
montura,wa'ta
desensillar,wa'ta spajcy-
espeso,"wata, fitse"
ensillar,"wa'ta'j-, wa’ta atyaj-"
ensillado,wa'ta'jni
arepa,wa'ts
roza,"wats, chimby ej"
raíz,"watse, wetse"
pellizcar,wátsja-
aplastar,"wa'tsju-, wa'tsju'ju-"
hacer arepa,wa'tsju'j-
rozar,watsu-
picar,wa'ty-
volverse perezoso,watycue yuu-
perezoso,"watycue, watycuesa"
cansado,watyni
abejón,wawa
algodón,wawa
miel de abejas,wáwá mil
podrirse,"wa'wa-, chimby-, chiiwa'wa-"
podrido,"wa'wa, chimbyni"
abrir,way-
comadreja,"wáyáy, wéyíy"
gritar,wayíi-
gatear,wáyíi-
grato,wecha
besar,wecha-
complacer,wecha-
regocijarse,wecha-
felicidad,wecha en
regocijo,wecha en
felicitar,wecha pu'chj-
alegría,wecha yuja
saludar,wecháa-
agradecer,wecháa-
contento,wechana
estar contento,"wechana ús-, wechana u'p-"
gracias,"wechuung, wechuui'cue"
gozo,wechwecha
alegrar,wechwecha caayaqui'j-
alegrarse,wechwecha yajcy-
enfermedad,wee
epidemia,wee
peste,wee
contraer una enfermedad,wee cnay-
padecer,wee cnay-
burlar,"weech-, weech we'we-, npeevyshijca-"
rechazar,weechi-
demostrar tener hambre,wéepang-
estar hambriento,wéepang-
insultar,"wéeshu-, iiwéeshu-"
ultrajar,"wéeshu-, pcyuuwe'we-"
ultraje,"wéeshuni, pcyuuwe'weni"
bravo,weeswée
feroz,weeswée
sanarse,"wéet-, iiwéet-"
puente,wej
"ni siquiera, ni un poco",wej yujva
escalera,"we'j, petyi'jni"
"poco, poquito","wej, wejcué"
leve,wejcue
sonreír,"wejcue shijca-, anzu-, anzu'nzu-"
tener hambre,wéje-
hambre,wéjé
escasez,wéjé en
hambre,wéjé en
endurecerse,weji-
duro,wejy
más,wejy
aire,wejya
viento,wejya
ventear,wejyáa-
correr brisa,wejya'jya-
antes bien,wejyva
loro,well
tieso ,we'll
guacamayo,well wala
ponerse tieso,we'lli-
"pescado, pez",wendy
gustar,wendy-
querer,wendy-
escama,wendy cja'ty
anzuelo,wendy ñujnz
atarraya,wendy ucje
pescar,wendy uwe-
pescador,wendy uwesá
asar,"wendy-, peeygáj-"
querido,wendynisa
marteja,wenze
mono nocturno,wenze
verruga,wenze
arrastrar,"wenzh-, wenzhi'nzh-"
halar,"wenzh-, wenzhi'nzhi-"
páramo,we'pe
páramo,we'pe ñus
cuerda,wes
guasca,wes
piola,wes
gusano,"wes, ucj, ú'shic"
fleco,wése
escuchar,wése'j-
oír,wésé'j-
oyente,wésé'jsa
sabroso,wét
alentado,wét fi'nzem'
oler,wét putáa-
olor,wét putasá
gozar,wét u'ju-
estar alentado,wét ús-
agradable,"wét, wétwét"
caer,wete-
estar caído,weterra ús-
lanza,we'tj
desagradable,wétmée
alegre,wétwét
hablar,we'we-
habla,we'weni
voz,we'weni
mudo,we'weya' ájasamée
comprar,wey-
comprado,weyní
comprador,weysá
mecer,wúw-
correr,wuwúu-
mochila,ya’ja
sentir dolor,yaaca-
sentir calor,yaacha-
sorpresivamente,yaacynimeete
apuñalar,"yaaja-, yáaja'ja-"
cubrirse,yaanz-
cubrirse,yaapj-
taparse el rostro,yaapj-
llamarse,"yaase-, ya'yaase-"
nombrado,yaasesa
ser despreciado,yaatse-
despreciado,yaatseni
desengarzarse,yaatsjunde-
hacer nido,yaatu'j
fuete,yaatul
paludismo,yaawee
ser vencido,ya'cach-
ser castigado,ya'castigaí-
acalorarse,yacha-
desangrarse,yachi-
con,yacj
cargar,yacj-
llevar en el hombro o en los brazos,yacj-
hermana mayor,yacjtjé'j
hermano mayor,yacjtjé'j
dejarse alcanzar,ya'cpajcy-
lastimarse,ya'cpá'yuu-
detenerse,ya'ctishi-
cresta,yacue
ser nombrado,ya'cysus-
entregarse,ya'ducj-
cabelludo,ya'dycjas
pasar el tiempo,ya'fi'nze-
ojo,yafy
legaña,yafy chic
ceja,yafy cjas
pestaña,yafy cjas
párpado,yafy cja'ty
niña del ojo,yafy dyus
ciego,yafy ji'pjmeesa
vistazo oblicuo,yafy menzu
tuerto,yafy puuple
lágrima,"yafy yu', yafy dyic"
cerrar los ojos,yafya's upj-
invisible,yafyte vyaasamée
dejarse engañar,ya'gaña-
suicidarse,ya'icj-
ser burlado,ya'iweech-
amargo,yaj
picante,yaj
ya,yá'j
bejuco,"yaj, yu'cj wes"
amargar,yaja-
jigra,ya'ja
punzar,yája-
chuzar,"yaja-, ucje-"
jigra de colores,ya'ja bite
trampa,yajcy
atrapar,yajcy-
despertarse,yajcy-
echar de menos,yajcy-
sentir,yajcy-
pensar,"yajcy-, úus yajcy-"
recordar,"yajcy-, úusutje-"
entender,ya'jiyu-
sorber,yajpe-
probar,"yajpe-, yapeepe-"
sacudir,"yajta-, ya'tata-"
disgustarse ,yajtse-
engañarse,ya'jypumba-
ceñirse,ya'jytund-
prole,ya'luch
adueñarse,"yamu-, iiyamii-"
enredarse,"ya'ndu-, yaandúu-"
nevado,"yandy, ñandy"
ser dejado,ya'neeyúu-
librarse,ya'nwe'we-
envoltura,yap
envolver,"yap-, scand-, scandu'ndu-"
abrigarse,"ya'patj-, cja'-"
ser lavado,ya'pcji'cj-
olvidarse,ya'pechcanu-
protegerse,ya'pjupj-
envuelto,yapni
ser agredido,ya'ptjáawe-
desenvolver,"yapujnde-, yaptende-"
cobijarse juntos,yá'py-
poner arete,ya'qui-
retroceder,ya'sca'j-
bautizar,yase-
poner nombre,yase-
nombre,"yase, yese"
bautizo,yaseni
bautizado,yasenisa
borrachero,yash
cortarse,ya'spé'tj-
casa,yat
estantillo,yat chinda
caballete,yat cluu
cumbrera de la casa,yat cluu
techo,yat cuejcue
alero,yat menz
rincón,yat punza
esquina,yat punza eca
cobertizo,yat pwa'
corredor,"yat pwa', cneetul"
casa en forma de L,yat ta'ng
saliente del vértice del techo,yat tjú'wé
casa con patio adentro,yat tul
edificar,yat tyaj-
techar,yat um-
dar posada,yata's pqui'j-
purificar,yate-
antepasados,"yatsgawe'sh, manteywe'sh, ju'ngtjé'jwe'sh"
adelantar,yatsqui'p-
arrear,yatsqui'p-
adelante,yatste
familia,yattewe'sh
cargar,ya'tyaj-
ser temible,ya'úucj-
déspota,ya'úucjsa
ser saludado,ya'wecha-
temblar,yaya-
ser llamado,ya'yaase-
acontecer,ya'yuu-
suceder,ya'yuu-
retoño,ye'ch
sangrar,yechi-
retoñar,ye'chi-
sentir cosquillas,yeele-
tener frío,"yeetse-, cumáa-"
echar hojas,yeetsu-
cosquilloso,yeletjé'j
sentir,ye'tsje-
llave,yevi
agua caliente,yu' acha
regar,yu' caaj-
escurrir,yu' susúu-
agua,yu‘
líquido,yu‘
orilla,yu‘ putssu
volverse agua,"yu'a-, yu'wa-"
meter en,yu'acj-
meter en,yu'amb-
meter debajo de,yu'ásh-
fondo,yuc
cadera,yuc dyi'tj
nalga,"yuc, yuc chich"
caudal,yu'cháchá
tropezar,"yu'chafy-, yu'spé'tj-"
bosque,yu'cj
monte,yu'cj
saíno,yu'cj cuchi
animal silvestre,yu'cj ech
guerrillero,yu'cj nasa
paloma silvestre,yu'cj tumb
selva,yu'cj wala
crecer,yu'cja-
rabo,yucnenga
hielo,yu'cuet
consejo,yu'cypeeni
aconsejar,yu'cypej-
amonestar,yu'cypej-
manantial,yu'íts
ojo de agua,yu'íts
venir,yuj-
tasajear,yuja'j-
pararse,"yuju-, tishi-"
"estar parado, de pie",yujurra ús-
"parado, de pie",yujurra ús-
deuda,yul
abonar,yul ducj-
pagar deuda,yul ducj-
cuenta,"yul, yuul"
riachuelo,yu'le'ch
mayordomo,yultumu
endeudarse,yulu-
deudor,"yulusá, yulsá"
cántaro,yu'mity
nutria,"yu'nutre, yu'alcu"
ojo de aguja,"yunz cafy, ñunz cafy"
atajar,yup-
impedir,yup-
vado,yu'pets
impedimento,yupsa
cambiar,yu'ptjej-
intercambiar,yu'ptjej-
transformar,yu'ptjej-
pozo,yu'pusu
zanjón,yu'quits
dar de beber,"yus-, yusuus, yusu's"
rascar,yuse'j-
bifurcación,yu'shápy
entristecerse,yúsu-
estar triste,"yúsu-, ñusna ús-"
rellenar,yutaa-
prender,yutj-
soplar candela con canuto,yutj-
soplador,yutjáa
mirar atrás,yu'tjeng-
medicina,yu'tse
remedio,yu'tse
curar,yu'tse'j-
medicinar,yu'tse'j-
dar remedio,yu'tse'je-
médico,yu'tsesa
curandero,"yu'tsesa, pilwe'sh, tjé'j yu'tsesa"
ola,yu'túchjasá
sonsacar,yu'tya-
fontanela,"yutyi, jycuet yutyi"
ser,yuu-
tío,yúucue
cobrar,yuul péjy-
cobrador,yuul péysa
ayunar,yúuna-
ayuno,yúunani
dar rasquiña,yuuse'je-
llenar,yuuta-
culpa,yuuwe
delito,yuuwe
inocente,yuuwemeesa
culpable,yuuwesa
acequia,yu'waca
río,yu'wala
asunto,yuwe
boca,yuwe
idioma,yuwe
noticia,yuwe
mandar razón,yuwe caaj-
barba,yuwe cjas
empezar un escándalo,yuwe csuusu'j-
reconciliar,yuwe ewúu-
abogar,yuwe pu'ch-
levantar chisme,yuwe quiis-
echar la culpa,yuwe ucje'j-
quejarse,yuwe ús-
quejoso,yuwe ússa
afta,yuwe wa'jy
saludo,yuwe wecha
mandar saludos,yuwe wecha caaj-
palabra,"yuwe, we'weni"
labio,"yuwe, yuwe vits, yuwe cja'ty"
mensajero,yuwee pta'shsa
sed,yú'wéeni
sediento,yú'wéesa
tener sed,yú'wéje-
encubrir,yuwe's apj-
chupar caña,yu'y-
filo,zec
afilar,"zeecu'j-, shush-"
planta,ze'nze
bonito,zhichcue
zumbar,"zi'nzi-, sndaanda-"
huevo,zits
yema de huevo,zits bej
claro de huevo,zits chijme
cáscara,zits cja'ty
chirriar,ziyaji-
resplandor,zmeena'
atascarse,zu'cy-
apretar,"zuna'-, nuyzuna'-, tenz-, ptenz-"
resplandecer,zuntete-
angosto,zunz
agudo,"zunz, zunzcué"
adelgazarse,zunzu-
estirar,zunzu-
polilla,zupy
apretado,zuuna'
rechinar,"zyaa-, zyayaa-"
manejo de bienes de muchas personas,nasa kuh hi'pun'it' i'pe'hn'i
antiguedad dejada por los primeros mayores,hu'gthé' yacka thé'we's' nv'itn'i
un pedazo escrito de,F'i'n'ipe'la
pensar o sentir por sí mismo con su corazón,peek' ijushu yaak'n'i
mandatario(s) del territorio del pueblo grande,C'hab wala kiwete npicthé'
autoridad indígena,nasasa ne'hwe's'
reunión de vocero(s) o representante(s) de abajo,Tas'te yuwe dukhsa pkhakhen'¡
lo que enlaza diversas partes,h'iikh
persona adulta,nasa thé' kabasa
reunión de vocero(s) o representante(s) de arriba,éete Yuwe Dukhsa pkhakhen'i
libro mayor de poder,Ikahsa Ec Ne'hwe's'
forma de comportamiento que resulta de la permanencia en relación armónica con la naturaleza,Wet iiskiwe'n'i
compromiso de ambas partes,puuk' k'tey yuuwa' hi'pun'i
"nombramiento del mandatario por escogencia general, toma de una idea con la opinión de todos","nasa kuh úushu npicthé' ki'pn'i, h'ukaysa we'wen'ihu yuwe teec' hwedsac'a kuki'n'i"
(entidad territorial) territorio de mando de primera división,(Ikah kiwe) yacte t'uden'i kiwe
camino del andar armónico,Wét u'hun'i d'i'
gente que tiene costumbres diferentes,fiiy fiiy úiskiwe'n'i hi'psa nasa
manejo de las cosas ahorrables,fiin fiin ipe'hn'isa
(cuerpo)poder del gran pueblo de un territorio grande,C'hab wala kiwete ikahsa
Cuerpo de poder social protector del andar en armonía,C'hab wala kiwete wét u'hun'i's nwe'wena ikahsa kwekwe
territorio de mando,Ikah kiwe
lo no adueñable por poseer durante bastante tiempo,K'ac'h ipe'hwete iamuwa'mesa
lo que no se puede quitar por deuda,yuulpa'ka ukhe'wa' hi'pmesa
tesoro entrante de la Nación,C'hab wala kiwete pkhan'i v'u u'kasa
lo que otra persona no puede apoderarse,v'ite iamuwa' hi'pmesa
persona sabia en leyes nombrada por las autoridades para hacerlas cumplir,Ec Ne'hwe's'su hiisa's k'tey kyu'hu'kan npicthé'we's ki'pn'i
territorio de mando del pueblo,c'hab ikah kiwe
hacer la permanencia en la luz,eena' eena' kafi'ze'n'i
palabra proveniente del libro mayor,Ec Ne'hwe's'hu yuhsa yuwe
lo que ninguna persona puede obstaculizar,kimyuhpa yupwa' hipme
sin vergúenza en el alma,úuste thaamewa' hipme
tener cualquier forma de invocación,újusa's ya'newe'wen'i's ma'wesapa hi'puwa'
territorio de segunda división,e'ste tuden'i kiwe
territorio de un pueblo grande,C'hab wala kiwe
establecido para permanecer en transparencia,date iiswa' v'itn'i
vincularse en las Corporaciones Públicas,ikahn'i kwewesu ucheena
en reunión donde todos ponen de su corazón,pkhakhe'c'a úuski'pn'isu
lo perteneciente a los descendientes,zuunwe's'hi nenyusa
hacer del gran trabajo para el fortalecimiento general,h'ukaysa ya'c'hác'hawa' mhi wala kuki'n'i
mando del pueblo,C'haba's ikahsa
apuntar los objetivos a las necesidades del pueblo,C'hab kihy kihy itháasc'a ipeyni
junta de entidades territoriales,ikah kiwepwe's yu't'an'i
haberes de la tierra,Kiwe n'is'
poder,ikahn'i
"representante, vocero de la cámara alta",ete Yuwe Dukhsa
territorio de prominencia indígena,nasawe's' ks'av' kiwe
(espacio) donde se reunen los representantes de arriba,"éete Yuwe Dukhsawe's"" pkhakhen'i"
sin influencia de ningún extraño,v'ite c'hab wala kiwehuwe's' akac'hn'ime
 muchedumbre,nasa kuhsa
"territorio propio de poder, mando indígena",nasasa kiwe
parte de un todo que contiene diversos elementos relativos al mismo,f'id'
recurrir en alguna de las forma de protección,ya'nwewen'i
"persona que lleva la palabra, mensaje",Yuwe Dukhsa
